species	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Rubrobacter_radiotolerans	5	13	1	0	0	0	0	0	0	0	2	2	0	10	1	2	5	1
Rubrobacter_tropicus	25	130	2	7	6	8	0	0	0	0	4	13	13	28	3	8	19	16
Rubrobacter_xylanophilus	4	25	3	6	5	4	0	2	1	5	0	2	3	5	2	3	7	0
Ruegeria_conchae	7	2	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0
Ruegeria_pomeroyi	1	8	2	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2
Ruegeria_sp._AD91A	7	7	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Ruegeria_sp._B32	8	102	0	3	6	9	1	0	0	0	6	2	5	18	3	4	12	0
Ruegeria_sp._SCSIO_43209	6	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Ruegeria_sp._THAF33	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Ruegeria_sp._TM1040	1	3	1	1	0	0	2	3	0	1	1	1	3	8	1	0	3	1
Ruegeria_sp._YS9	0	1	0	1	0	1	0	0	0	0	2	1	0	3	0	0	6	0
Rufibacter_radiotolerans	2	3	2	3	4	3	1	1	1	3	4	2	8	11	0	6	4	5
Rufibacter_sp._DG15C	3	14	1	1	0	0	0	0	0	0	2	1	2	2	1	0	3	3
Rufibacter_tibetensis	13	3	0	0	0	1	3	2	3	5	1	0	3	3	2	0	3	1
Ruficoccus_sp._ZRK36	5	84	0	1	0	2	0	0	0	0	2	0	0	3	1	0	2	1
Rugamonas_sp._DEMB1	3	2	0	0	0	0	1	1	2	0	0	0	0	1	0	0	1	0
Rugosibacter_aromaticivorans	9	3	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Ruminiclostridium_cellulolyticum	70	80	17	23	19	15	4	6	3	5	30	16	36	50	22	25	61	31
Ruminiclostridium_herbifermentans	162	103	22	19	23	21	3	5	2	6	51	33	66	112	45	58	118	69
Ruminiclostridium_papyrosolvens	157	282	42	40	34	36	3	3	1	1	46	36	73	131	47	38	118	60
Ruminococcus_albus	89	146	20	32	38	45	11	12	5	3	30	39	61	63	23	35	93	45
Ruminococcus_bicirculans_(ex_Wegman_et_al._2014)	275	288	24	24	32	29	3	5	6	7	32	28	58	85	22	31	82	40
Ruminococcus_bovis	224	245	10	16	19	15	1	3	1	3	38	25	53	90	46	29	83	59
Ruminococcus_champanellensis	177	130	37	42	41	54	10	6	3	14	33	27	58	80	15	17	64	39
Ruminococcus_gauvreauii	1722	3185	346	341	346	473	25	40	23	39	446	432	764	1176	450	460	1234	576
Ruminococcus_sp._SR1/5	602	1310	127	168	167	167	7	12	0	6	238	196	324	537	215	184	545	239
Rummeliibacillus_sp._G93	1	7	1	1	0	2	0	0	0	0	1	1	1	3	5	1	1	5
Rummeliibacillus_stabekisii	33	14	2	0	3	1	0	1	0	0	3	3	2	11	3	0	7	1
Runella_rosea	3	1	1	1	0	2	1	0	2	1	1	0	5	1	0	1	2	2
Runella_slithyformis	8	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
Runella_sp._SP2	4	11	0	0	4	1	0	0	0	0	5	4	8	8	2	3	12	5
Ruthenibacterium_lactatiformans	724	943	127	204	237	190	114	63	23	63	126	115	246	333	97	109	293	145
Saccharibacillus_brassicae	44	31	7	14	15	14	7	4	1	3	6	2	17	16	7	8	22	6
Saccharobesus_litoralis	3	4	0	1	1	1	3	0	1	1	0	0	1	3	1	0	2	3
Saccharolobus_caldissimus	1	0	0	0	0	0	1	1	1	1	0	0	0	1	2	1	1	0
Saccharolobus_solfataricus	1	0	0	0	0	0	0	1	1	0	0	0	2	1	0	1	0	3
Saccharomonospora_azurea	2	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Saccharomonospora_cyanea	3	29	1	4	2	3	0	0	0	0	6	2	6	9	3	6	8	3
Saccharomonospora_glauca	17	49	1	1	1	2	3	4	4	2	1	0	1	4	0	0	1	1
Saccharomonospora_marina	9	17	2	0	0	0	0	0	0	0	0	2	0	6	0	1	1	0
Saccharomonospora_viridis	4	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Saccharomonospora_xinjiangensis	3	36	1	0	1	0	0	0	0	0	0	0	3	7	0	0	2	1
Saccharopolyspora_erythraea	43	20	5	3	1	2	0	0	1	0	4	10	2	8	3	5	3	1
Saccharopolyspora_gloriosae	6	79	3	4	2	2	0	0	0	0	3	3	1	18	1	6	3	3
Saccharopolyspora_gregorii	22	70	4	5	3	5	4	2	1	1	4	5	8	13	0	0	6	2
Saccharopolyspora_pogona	5	15	1	1	1	0	0	1	0	0	1	1	0	0	2	1	1	0
Saccharopolyspora_rosea	1	41	1	0	0	0	0	0	0	0	0	1	2	4	0	0	0	2
Saccharopolyspora_spinosa	9	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0
Saccharothrix_espanaensis	3	3	1	2	4	6	2	2	1	2	3	4	2	2	0	0	1	1
Saccharothrix_sp._6-C	9	32	4	5	11	4	2	0	0	0	5	12	5	29	5	6	16	7
Saccharothrix_syringae	8	11	4	2	3	2	2	1	1	0	0	5	1	2	0	0	1	2
Salacisavirus_pssm2	4	18	2	6	2	2	0	0	0	0	6	2	2	9	7	6	12	4
Salaquimonas_pukyongi	7	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Salarchaeum_sp._JOR-1	12	39	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
Salegentibacter_salegens	4	2	1	0	0	0	1	3	1	0	0	1	1	1	0	1	3	0
Salegentibacter_sp._T436	11	6	0	1	0	0	0	0	0	0	1	0	0	1	1	0	3	0
Salicibibacter_cibarius	51	30	5	5	8	14	1	11	3	12	3	2	5	8	3	4	13	9
Salicibibacter_cibi	29	21	1	0	0	1	0	0	1	0	1	0	2	5	3	3	3	4
Salicibibacter_halophilus	23	70	6	7	10	12	0	1	0	0	13	10	18	28	13	14	30	10
Salicibibacter_kimchii	3	2	0	0	0	1	0	0	0	0	0	2	2	4	1	0	3	0
Salidesulfovibrio_onnuriiensis	12	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Salimicrobium_jeotgali	5	8	1	0	1	2	0	2	0	0	2	2	3	2	3	6	4	2
Salinarchaeum_sp._IM2453	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Salinibacter_ruber	19	30	4	6	6	3	2	2	0	1	1	3	5	7	3	1	2	1
Salinibacterium_hongtaonis	3	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Salinibacterium_sp._dk2585	2	7	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0
Salinibacterium_sp._M195	2	6	4	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0
Salinibacterium_sp._UTAS2018	5	63	1	4	4	5	0	0	0	0	4	1	3	11	1	1	6	2
Salinibacterium_sp._ZJ450	5	8	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1
Salinibacterium_sp._ZJ70	6	31	1	3	3	4	0	0	0	0	2	3	4	16	0	3	12	3
Salinicoccus_halodurans	47	24	5	5	5	5	0	0	0	0	3	4	3	9	2	3	3	2
Salinicola_endophyticus	10	108	3	6	7	9	0	0	0	1	6	9	9	27	7	7	18	3
Salinicola_sp._JS01	2	3	2	0	0	1	0	0	0	1	0	1	0	3	0	0	4	1
Salinicola_sp._LHM	5	7	2	1	0	0	0	1	0	0	2	1	2	6	1	3	5	0
Salinigranum_marinum	23	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Salinigranum_sp._XZGYJ-43	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinilacihabitans_rarus	7	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Salinimicrobium_tongyeongense	7	3	0	0	0	0	1	3	3	2	0	0	1	0	0	0	1	0
Salinimonas_marina	9	12	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Salinimonas_sediminis	6	9	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0
Saliniradius_amylolyticus	1	98	5	5	8	4	0	0	0	0	10	9	12	23	6	12	16	7
Salinisphaera_sp._LB1	15	18	2	5	3	3	0	1	1	1	4	6	4	11	5	3	4	2
Salinispira_pacifica	15	8	0	2	3	2	0	1	0	0	0	0	0	0	0	0	2	0
Salinivibrio_kushneri	6	47	0	2	4	5	2	0	1	1	3	3	10	24	5	5	19	12
Salinivirga_cyanobacteriivorans	4	40	8	3	0	2	1	1	0	0	1	2	7	8	1	3	5	5
Salipaludibacillus_sp._LMS25	64	109	1	1	2	2	1	1	0	1	8	5	7	23	10	10	18	10
Salipiger_abyssi	4	1	1	3	2	0	1	1	0	0	1	2	4	5	0	1	1	2
Salipiger_profundus	5	10	0	0	0	1	0	0	0	0	0	1	1	2	1	0	0	1
Salipiger_sp._CCB-MM3	5	4	4	7	1	1	8	4	3	0	0	0	3	8	1	2	5	2
Salisediminibacterium_beveridgei	40	59	9	8	5	9	0	1	0	0	9	12	10	14	9	6	26	23
Salisediminibacterium_selenitireducens	15	42	3	4	4	3	0	1	1	1	2	0	2	5	2	1	4	1
Salmonella_bongori	3	1	1	0	0	1	0	0	0	0	0	0	0	2	0	1	1	1
Salmonella_enterica	190	36	3	4	5	11	7	11	2	10	3	6	8	23	8	5	24	7
Sandaracinobacteroides_saxicola	4	14	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Sandaracinus_amylolyticus	23	203	5	5	1	3	1	0	0	0	3	5	4	18	2	1	6	2
Sanguibacter_keddieii	4	4	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Sanguibacter_sp._4.1	2	18	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sanguibacter_sp._HDW7	11	62	1	0	1	0	0	0	0	0	1	0	2	2	0	0	2	3
Saprospira_grandis	5	42	5	4	2	6	0	0	0	0	7	3	5	11	2	10	8	13
Saprospira_sp._CCB-QB6	8	3	2	0	1	0	0	1	0	1	1	4	1	9	4	4	5	2
Sarcina_sp._JB2	109	155	17	22	27	20	19	40	23	19	45	51	89	101	48	40	122	73
Scardovia_inopinata	31	21	2	1	3	3	0	0	0	0	2	1	5	4	4	2	4	3
Schaalia_cardiffensis	13	29	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Schaalia_meyeri	9	46	0	1	1	0	0	0	0	0	2	0	1	2	0	0	1	0
Schaalia_odontolytica	23	110	10	11	15	25	0	2	0	1	12	4	19	33	8	7	23	5
Schaalia_radingae	15	76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Schaalia_sp._19OD2882	16	67	1	0	1	0	0	0	0	0	1	0	1	3	0	0	1	1
Schaalia_sp._HMT-172	29	162	2	11	11	13	0	1	0	0	17	6	15	31	5	6	30	12
Schaalia_sp._JY-X169	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Schaalia_sp._ZJ405	13	28	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
Schaalia_turicensis	22	45	2	6	6	2	5	1	2	2	4	1	9	6	1	1	5	1
Schlegelella_aquatica	5	31	1	2	1	4	6	7	3	2	0	1	1	0	1	0	2	0
Schleiferilactobacillus_harbinensis	30	8	6	7	13	5	7	8	6	4	5	2	13	13	10	11	16	9
Schnuerera_ultunensis	48	128	13	24	20	16	6	16	10	15	20	38	48	76	39	26	98	49
Sebaldella_termitidis	108	167	13	8	10	10	21	27	18	18	20	19	25	43	30	28	62	31
secondary_endosymbiont_of_Heteropsylla_cubana	1	0	1	1	1	0	0	3	2	0	2	1	0	1	0	0	1	1
Secundilactobacillus_malefermentans	5	8	0	0	0	0	0	1	1	2	1	0	1	2	1	2	1	0
Secundilactobacillus_paracollinoides	4	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0
Sedimentibacter_sp._MB35-C1	90	108	14	12	11	7	3	4	2	4	13	13	20	47	22	16	33	18
Sedimentibacter_sp._zth1	52	55	4	9	16	6	9	18	11	14	11	10	29	35	23	15	36	9
Sedimenticola_selenatireducens	25	64	6	7	10	9	0	0	0	0	10	8	11	13	9	11	25	14
Sedimenticola_thiotaurini	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimentisphaera_cyanobacteriorum	2	1	0	0	1	1	0	1	0	0	1	1	5	4	2	3	3	2
Sedimentisphaera_salicampi	2	3	0	2	0	1	0	0	0	0	1	0	0	1	0	1	0	0
Sediminibacillus_dalangtanensis	27	111	10	8	8	14	1	0	0	0	16	11	22	45	16	11	62	18
Sediminibacterium_sp._TEGAF015	2	5	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
Sediminicoccus_rosea	3	3	3	4	2	0	5	2	2	0	3	2	2	5	0	1	4	1
Sediminispirochaeta_smaragdinae	5	16	0	4	5	2	0	0	0	0	3	2	1	5	0	4	5	1
Segatella_bryantii	10	8	1	3	1	0	2	3	5	8	1	0	2	1	1	2	3	1
Segatella_copri	368	316	5	15	12	20	54	100	66	67	2	8	20	17	7	11	35	12
Segatella_hominis	39	34	2	2	2	10	15	13	16	21	3	1	1	3	1	1	15	2
Segatella_oris	24	7	3	1	1	2	11	9	6	10	0	1	1	0	2	1	3	0
Selenobaculum_gbiensis	34	57	1	2	7	2	3	11	5	7	3	6	12	12	8	6	22	10
Selenomonas_dianae	14	91	3	10	18	18	4	4	2	1	5	9	13	28	3	4	21	3
Selenomonas_ruminantium	33	31	6	16	10	14	0	1	1	0	15	8	15	21	5	6	21	12
Selenomonas_sp._oral_taxon_126	8	13	1	2	3	3	4	4	2	1	3	3	3	3	2	1	5	2
Selenomonas_sp._oral_taxon_136	4	6	0	1	0	0	0	1	0	0	0	0	2	1	1	1	2	0
Selenomonas_sp._oral_taxon_478	9	11	3	1	3	3	0	2	0	0	0	0	3	3	1	1	6	2
Selenomonas_sp._oral_taxon_920	29	51	6	11	7	9	0	2	1	3	4	6	17	17	3	8	18	6
Selenomonas_sputigena	50	204	13	23	29	30	0	4	1	2	26	10	19	50	16	15	41	14
Selenomonas_timonae	8	78	4	7	6	9	2	0	0	1	3	9	6	16	0	2	7	4
Sellimonas_intestinalis	6185	7249	642	762	772	824	49	45	23	33	890	722	1272	2287	893	961	2235	1133
Seonamhaeicola_sp._ML3	1	2	0	0	1	0	1	2	1	2	0	0	2	0	0	1	2	0
Seonamhaeicola_sp._S2-3	1	26	8	9	11	6	1	5	3	0	3	7	14	13	6	5	8	6
Serinicoccus_chungangensis	5	11	2	0	1	0	0	0	0	0	1	1	3	1	1	2	1	0
Serinicoccus_hydrothermalis	3	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0
Serinicoccus_marinus	2	15	0	1	0	0	2	0	0	0	0	1	0	2	2	1	1	0
Serinicoccus_profundi	11	96	6	2	1	3	6	3	4	3	3	5	5	7	0	4	2	1
Serpentinicella_alkaliphila	88	87	10	14	12	7	10	18	14	15	15	19	28	40	21	21	53	24
Serpentinimonas_maccroryi	1	13	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Serpentinimonas_raichei	7	76	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Serratia_entomophila	21	9	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1
Serratia_fonticola	1	1	3	0	1	2	0	0	0	0	1	1	0	5	0	2	2	0
Serratia_liquefaciens	0	0	1	1	2	2	2	1	0	1	0	1	1	1	0	0	4	0
Serratia_marcescens	15	18	5	8	6	7	2	4	2	4	2	2	4	6	0	0	10	3
Serratia_odorifera	7	3	0	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0
Serratia_plymuthica	9	19	0	2	1	0	1	0	0	0	0	0	2	1	0	0	0	1
Serratia_proteamaculans	10	72	5	5	3	6	2	2	0	0	1	0	5	8	1	0	6	5
Serratia_rhizosphaerae	6	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
Serratia_rubidaea	2	2	0	4	1	0	1	0	0	0	1	1	4	1	0	0	0	0
Serratia_sp._1D1416	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_sp._FGI94	9	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_sp._Tan611	0	6	0	0	1	0	0	0	0	0	0	0	1	5	0	1	5	2
Serratia_sp._UGAL515B_01	6	3	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0
Serratia_symbiotica	8	28	5	5	5	4	0	1	0	1	4	4	8	10	3	9	9	7
Shewanella_acanthi	8	2	1	3	1	0	0	0	0	0	0	0	0	5	3	1	3	1
Shewanella_aestuarii	1	3	0	0	1	0	1	1	0	3	0	0	1	0	2	1	1	1
Shewanella_algae	22	55	3	6	4	6	0	0	1	0	2	2	4	4	1	1	8	2
Shewanella_amazonensis	2	5	0	0	0	2	2	3	3	2	0	0	2	0	0	0	3	0
Shewanella_avicenniae	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	6	0
Shewanella_baltica	14	5	1	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0
Shewanella_benthica	4	1	0	1	0	1	6	5	1	5	1	1	2	0	0	1	5	2
Shewanella_cyperi	4	17	0	1	0	0	2	3	3	3	0	0	0	0	0	0	3	0
Shewanella_denitrificans	1	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Shewanella_dokdonensis	3	3	3	0	0	2	1	1	0	2	0	1	0	0	0	0	1	0
Shewanella_glacialimarina	0	0	1	0	0	1	3	0	1	2	2	1	0	2	4	2	1	1
Shewanella_halifaxensis	6	16	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	1
Shewanella_inventionis	10	11	0	1	0	0	0	1	0	0	1	2	3	4	2	2	4	2
Shewanella_mesophila	14	33	2	1	1	1	1	0	1	0	1	0	2	2	0	0	0	1
Shewanella_oneidensis	2	2	0	2	1	1	0	0	0	0	1	0	1	4	3	1	2	1
Shewanella_pealeana	7	7	2	1	6	3	1	1	0	0	0	2	2	3	2	0	1	1
Shewanella_piezotolerans	10	4	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1
Shewanella_psychrophila	4	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0
Shewanella_psychropiezotolerans	3	5	1	3	3	2	0	2	0	1	2	2	1	8	0	5	10	1
Shewanella_sedimentimangrovi	2	0	3	3	4	2	6	1	1	1	1	2	2	7	3	1	5	3
Shewanella_sediminis	5	14	3	1	1	1	2	2	0	3	4	1	2	3	4	0	9	3
Shewanella_sp._DAU312	3	1	0	0	0	0	0	1	0	0	1	0	0	0	3	0	6	3
Shewanella_sp._KX20019	9	11	0	3	0	1	0	1	3	1	0	0	1	7	2	1	7	3
Shewanella_sp._MR-4	2	0	0	0	1	0	1	1	2	2	0	0	0	0	0	0	1	0
Shewanella_sp._MTB7	17	6	0	2	0	0	0	0	0	0	0	2	0	3	1	2	4	2
Shewanella_sp._NFH-SH190041	10	9	1	1	5	2	3	7	2	5	0	1	0	4	0	1	1	0
Shewanella_sp._Scap07	8	14	5	4	1	3	1	0	0	0	3	6	5	9	7	4	11	4
Shewanella_sp._SNU_WT4	60	15	0	0	1	0	0	0	0	0	0	0	3	3	1	2	3	4
Shewanella_vesiculosa	5	2	0	0	0	1	1	0	1	2	1	0	1	0	1	0	1	1
Shewanella_violacea	4	1	0	2	0	0	0	1	1	2	0	0	0	1	0	0	1	0
Shewanella_woodyi	2	7	1	0	0	0	0	1	1	2	1	0	1	2	1	0	2	1
Shewanella_xiamenensis	6	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1
Shewanella_yunxiaonensis	6	2	0	1	0	0	1	4	1	1	0	1	1	0	0	1	0	0
Shigella_sonnei	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimwellia_blattae	11	4	0	0	1	1	0	1	1	0	1	3	2	4	0	1	2	2
Shinella_oryzae	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shinella_sedimenti	19	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shinella_sp._PSBB067	3	1	5	5	4	0	0	0	0	0	3	1	6	5	1	0	2	2
Shinella_sp._XGS7	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shinella_sumterensis	3	84	2	6	3	8	0	0	1	0	4	4	2	18	3	8	12	5
Shinella_zoogloeoides	11	128	4	2	2	8	0	0	1	0	6	5	9	16	0	1	16	6
Shouchella_clausii	54	99	6	9	5	14	2	0	1	0	8	11	16	34	15	14	24	26
Shouchella_lehensis	8	41	15	3	11	10	0	2	1	0	16	11	22	23	14	12	41	15
Siansivirga_zeaxanthinifaciens	11	1	1	0	1	0	0	0	0	0	1	1	0	0	0	2	1	2
Siccibacter_colletis	5	0	1	0	3	0	5	0	0	1	1	1	1	1	0	0	2	1
Sideroxydans_lithotrophicus	12	1	1	1	1	0	0	0	3	0	0	0	0	0	1	0	1	0
Sideroxydans_sp._CL21	1	11	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1
Silvanigrella_aquatica	6	22	0	0	3	2	0	1	0	0	1	3	5	6	5	4	12	3
Silvimonas_soli	2	13	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0
Simiaoa_sunii	2363	4015	798	1075	1094	1117	44	38	27	37	719	706	1189	1780	748	753	2113	913
Simiduia_agarivorans	10	14	2	2	0	1	0	0	0	0	1	1	1	5	3	3	3	1
Simiduia_sp._21SJ11W-1	5	14	1	3	1	2	0	0	0	0	4	2	2	6	0	0	2	1
Siminovitchia_fortis	35	90	12	5	12	7	1	1	2	1	13	8	13	25	11	14	37	25
Simonsiella_muelleri	1	4	0	1	0	0	1	1	1	2	3	3	0	0	1	1	11	4
Simplicispira_suum	5	1	0	1	0	1	0	0	0	0	0	0	1	0	0	2	1	0
Singulisphaera_acidiphila	7	74	0	0	3	0	0	0	1	0	1	1	1	7	1	0	2	2
Sinimarinibacterium_sp._NLF-5-8	8	7	2	4	3	3	0	0	0	1	0	0	0	1	0	1	1	0
Sinomicrobium_kalidii	18	24	7	9	5	16	4	4	7	5	2	4	4	7	6	0	15	8
Sinomonas_atrocyanea	19	112	3	5	3	5	0	0	1	0	3	3	7	13	5	6	14	9
Sinomonas_sp._R1AF57	10	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sinorhizobium_alkalisoli	4	32	1	1	1	0	0	0	0	0	4	2	4	8	2	1	8	2
Sinorhizobium_fredii	27	67	2	6	6	4	3	0	0	1	2	2	2	4	1	3	0	0
Sinorhizobium_garamanticum	4	0	3	7	8	11	1	0	0	0	1	4	5	9	2	2	5	0
Sinorhizobium_medicae	8	41	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0
Sinorhizobium_meliloti	12	13	1	0	1	1	0	0	0	0	0	1	1	2	0	1	1	0
Sinorhizobium_mexicanum	5	7	2	1	3	0	0	0	0	0	1	1	2	0	1	0	4	0
Sinorhizobium_sojae	35	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sinorhizobium_sp._BG8	3	15	2	2	2	7	0	0	0	0	2	1	4	9	1	5	9	5
Sinorhizobium_sp._RAC02	3	28	1	2	0	2	0	1	0	0	1	3	2	13	1	2	10	6
Sinorhizobium_terangae	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skermanella_mucosa	1	4	0	1	1	0	0	0	0	0	0	4	0	2	0	0	0	0
Skermanella_pratensis	2	7	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0
Skermanella_rosea	28	80	0	0	0	0	0	0	0	0	1	4	1	1	0	1	0	2
Skermanella_sp._TT6	5	2	2	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0
Skermania_piniformis	1	6	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
Slackia_heliotrinireducens	1587	5507	31	66	81	62	1	2	2	3	88	75	94	260	62	86	191	89
Sneathia_vaginalis	18	32	1	7	10	4	18	23	15	20	6	6	9	25	10	10	25	13
Sneathiella_aquimaris	10	31	0	1	0	1	1	1	1	0	2	0	0	6	0	0	0	0
Snodgrassella_alvi	4	3	1	3	4	0	2	5	8	2	1	3	2	4	2	1	4	3
Snodgrassella_communis	2	6	0	0	1	0	1	2	3	1	0	0	0	4	0	0	1	0
Sodaliphilus_pleomorphus	20	16	5	10	5	4	18	25	16	18	1	1	6	3	3	8	18	6
Sodalis_glossinidius	1	5	0	1	1	0	1	4	1	1	0	1	0	1	0	0	2	0
Sodalis_praecaptivus	1	22	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Solibacillus_daqui	41	88	0	0	1	0	0	1	0	1	3	3	3	4	2	3	4	1
Solibacillus_silvestris	87	68	1	3	1	3	3	7	4	8	4	5	5	7	4	7	12	6
Solibacillus_sp._R5-41	23	19	9	9	8	4	0	2	3	1	10	3	6	21	3	4	20	5
Solibaculum_mannosilyticum	206	128	45	54	43	47	56	20	6	25	37	39	73	100	41	29	93	48
Solicola_gregarius	4	96	4	3	2	3	2	0	0	0	2	7	5	14	2	4	10	0
Solidesulfovibrio_carbinolicus	14	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Solidesulfovibrio_carbinoliphilus	6	9	2	0	2	4	0	0	0	0	1	3	0	1	2	0	3	1
Solidesulfovibrio_magneticus	3	24	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1
Solimonas_sp._K1W22B-7	16	11	3	3	5	2	0	1	0	0	4	6	3	8	2	2	7	1
Solitalea_canadensis	9	11	2	0	4	2	0	0	0	0	4	2	4	5	3	1	6	1
Solitalea_lacus	4	7	0	0	0	1	4	6	3	2	0	1	0	1	0	1	1	2
Solwaraspora_sp._WMMD791	4	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Solwaraspora_sp._WMMD937	0	2	0	0	1	1	1	0	0	0	1	3	1	2	2	1	0	0
Sorangium_cellulosum	47	244	12	17	18	23	3	1	1	1	25	35	25	80	14	22	65	20
Spartinivicinus_ruber	3	3	5	4	1	3	1	0	1	0	4	2	5	10	3	5	13	7
Sphaerobacter_thermophilus	8	8	2	4	5	4	1	0	0	0	2	3	4	4	0	2	8	0
Sphaerochaeta_associata	63	42	0	3	4	1	0	0	0	0	5	2	4	15	6	6	8	3
Sphaerochaeta_globosa	19	61	4	3	5	7	1	4	3	2	3	4	6	12	7	3	12	5
Sphaerochaeta_pleomorpha	46	35	3	3	4	1	1	6	1	5	9	6	7	16	3	8	19	13
Sphaerospermopsis_torques-reginae	8	55	0	11	7	13	2	5	6	3	11	7	16	14	8	11	32	10
Sphaerotilus_sp._FB-5	6	15	4	2	2	3	2	3	0	0	0	1	5	5	1	4	4	0
Sphaerotilus_sulfidivorans	0	3	4	4	3	3	6	3	1	1	0	2	6	5	0	0	5	2
