superkingdom	phylum	class	order	family	genus	species	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9815382587179	0	0	1.86051085901049	3.09948238478544	9.93579332577483	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora hippei	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	6	7	6	2	2	0	4	4	2	7	7	7	2	2	0	4	4	2	6	7	6	2	2	0	2.38523060697432	3.00765136393879	1.7971366750513	5.58153257703148	5.5790682926138	8.69381916005298	1.76706712330247	1.7714003607283	0.598694373031598
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa aerivorans	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	2	2	0	1	0	1	0	1	5	2	2	0	1	0	1	0	1	5	2	2	0	1	0	0.596307651743581	0.601530272787758	1.19809111670087	4.34119200435781	1.85968943087127	1.86296124858278	0	0.590466786909434	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa malonica	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	9	10	5	2	0	5	2	3	1	9	12	5	2	0	5	2	3	1	9	10	5	2	0	5	1.19261530348716	4.81224218230206	3.5942733501026	5.58153257703148	11.1581365852276	6.20987082860927	1.17804474886831	0	2.99347186515799
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa termitida	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	2	0	0	1	2	2	2	2	2	6	0	0	1	1	1	0	2	2	2	0	0	1	1.78892295523074	5.41377245508982	2.39618223340173	1.24034057267366	4.33927533869962	5.58888374574834	0	2.95233393454717	0.598694373031598
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister invisus	126800000	126800000	126800000	365.440215787323	480.440000354268	342.826898090637	633.451161395356	865.411694845359	975.47971785017	204.394576887913	171.347661158682	215.420257817677	362	476	340	632	855	966	202	171	213	366	480	342	636	864	975	204	173	214	365	479	341	635	860	969	202	172	214	220.037523493381	291.140652029275	205.472626514199	396.908983255572	539.929831429624	609.18832828657	120.160564384568	102.741220922241	128.719290201794
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister propionicifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19809111670087	0.620170286336831	3.71937886174253	6.20987082860927	2.35608949773663	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	0	0	0	0	0	0	0	0	0	0	0	0	5	7	4	15	18	15	5	1	1	7	11	9	27	24	23	6	2	5	5	7	4	15	18	15	5	1	1	4.77046121394865	6.61683300066534	8.38663781690607	27.9076628851574	20.4565837395839	22.9765220658543	3.53413424660494	1.18093357381887	4.19086061122119
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera stantonii	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	4	2	0	2	3	1	2	0	1	4	2	0	2	3	1	2	0	1	4	2	0	2	1.78892295523074	8.42142381902861	2.99522779175217	3.72102171802098	3.71937886174253	2.48394833144371	1.17804474886831	0	4.19086061122119
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	0	0	0	0	10.5649841780893	0	10.3822710136492	11.4169002384861	0	0	0	0	7	9	4	10	11	8	6	3	3	7	9	4	10	11	8	6	3	3	7	9	4	10	11	8	6	3	3	20.2744601592817	17.444377910845	19.1694578672139	13.0235760130734	21.6963766934981	21.1135608172715	18.848715981893	5.3142010821849	17.9608311909479
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.974140378869	184.669793745842	179.11462194678	109.770140681619	190.308218425826	212.998569421298	171.994533334774	40.1517415098415	172.4239794331
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella infantium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	2.9815382587179	8.42142381902861	3.5942733501026	6.20170286336831	8.67855067739924	5.58888374574834	5.30120136990741	1.18093357381887	5.38824935728438
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0	0	0	452.503292295241	359.423848360191	365.125535213226	213.544349549428	404.810905245736	457.275144267744	312.534678624801	98.0594597980188	293.61405672228	244	178	196	110	206	254	149	52	143	475	379	391	228	422	480	330	98	321	248	181	204	113	214	260	151	55	144	676.21287707722	552.806320691949	545.730503657245	344.814679203278	626.715338203617	655.141372418278	449.424071693262	133.445493841532	453.21164038492
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	2	0	2	0	1	0	1	1	3	2	0	2	0	1	0	1	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15569182092297	5.41377245508982	5.3914100251539	4.96136229069465	4.95917181565671	6.20987082860927	0.589022374434157	0.590466786909434	4.19086061122119
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	0	0	0	0	0	0	0	0	0	0	0	0	7	9	12	5	12	7	14	1	10	7	9	12	5	12	7	14	1	10	7	9	12	5	12	7	14	1	10	6.55938416917939	6.01530272787758	7.78759225855564	3.72102171802098	9.91834363131342	5.58888374574834	8.83533561651235	0.590466786909434	5.98694373031598
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	2	3	3	2	0	4	3	2	2	2	3	3	2	0	4	3	2	2	2	3	3	2	0	59.0344575226145	51.1300731869594	44.9284168762825	27.2874925988205	51.4514075874384	49.0579795460133	40.6425438359568	12.3998025250981	38.9151342470539
Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia purinilytica	0	0	0	22.3056876145752	16.0373227603858	0	34.9843141697078	58.0567912182591	45.5393653273039	20.7650915833431	0	0	8	5	1	7	13	11	2	5	4	61	71	54	95	143	157	28	36	37	8	5	1	7	13	11	2	5	4	36.3747667563584	43.3101796407186	32.9475057092738	59.5363474883357	90.5048856357349	98.1159590920265	16.4926264841564	22.4377379025585	22.1516918021691
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus mediterraneensis	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	11	10	9	2	1	5	8	6	0	11	10	9	2	1	5	8	6	0	11	10	9	2	1	5	5.96307651743581	3.60918163672655	1.19809111670087	7.44204343604197	7.43875772348506	8.07283207719205	1.17804474886831	2.36186714763773	2.99347186515799
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus pacaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	0	0	1	0	1	2	3	6	2	0	1	1	0	1	1	2	1	1	0	0	0.596307651743581	0	0.599045558350434	1.24034057267366	1.85968943087127	9.93579332577483	1.17804474886831	2.95233393454717	0.598694373031598
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus urinomassiliensis	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	1	4	4	0	1	0	3	1	5	1	4	4	0	1	0	3	1	5	1	4	4	0	1	0	1.78892295523074	0.601530272787758	2.99522779175217	0.620170286336831	2.47958590782835	2.48394833144371	0.589022374434157	0.590466786909434	0
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	2	1	3	3	5	0	0	0	0	0	1	1	1	2	0	0	0	1.78892295523074	3.00765136393879	2.99522779175217	3.10085143168415	3.71937886174253	5.58888374574834	0	0	0
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	2	1	0	1	2	1	0	1	5	2	1	0	1	2	1	0	1	5	2	1	0	1	2	16.1003065970767	13.8351962741184	8.9856833752565	25.4269817398101	36.5738921404682	37.2592249716556	5.30120136990741	2.95233393454717	7.78302684941078
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75199947266655	7.21836327345309	4.79236446680347	10.5428948677261	20.4565837395839	22.3555349829934	1.76706712330247	1.18093357381887	1.79608311909479
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	4	4	4	1	2	1	2	3	2	4	8	8	4	4	1	2	1	2	4	7	4	2	3	1	1.78892295523074	3.60918163672655	1.19809111670087	7.44204343604197	16.1173084008843	14.2827029058013	6.47924611877573	6.49513465600377	3.59216623818959
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus methioninivorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Keratinibaculum	Keratinibaculum paraultunense	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	1	0	1	0	1	0	0	3	3	1	0	1	0	1	0	0	3	3	1	0	1	0	1.78892295523074	3.60918163672655	0.599045558350434	3.10085143168415	3.71937886174253	1.24197416572185	0.589022374434157	0.590466786909434	0.598694373031598
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Soehngenia	Soehngenia saccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	2	2	0	0	1	0	1	1	4	2	2	0	0	1	0	1	1	4	2	2	0	0	2.38523060697432	3.60918163672655	3.5942733501026	3.72102171802098	6.19896476957089	4.34690958002649	4.71217899547326	0	0.598694373031598
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tepidimicrobium	Tepidimicrobium ferriphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77046121394865	3.00765136393879	0.599045558350434	0	0	0	1.76706712330247	0.590466786909434	1.1973887460632
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella creatinini	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella praeacuta	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	8	7	4	2	1	0	3	2	2	9	7	5	2	1	0	3	2	2	8	7	4	2	1	0	1.78892295523074	1.80459081836327	1.19809111670087	5.58153257703148	4.33927533869962	3.10493541430464	1.17804474886831	0.590466786909434	1.1973887460632
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierellia sp. JN-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	2	1	2	0	0	0	0	0	2.39618223340173	3.72102171802098	9.29844715435633	4.34690958002649	2.35608949773663	0	2.39477749212639
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Urmitella	Urmitella timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Tissierellia	unassigned	unassigned	Dethiosulfatibacter	Dethiosulfatibacter aminovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	2.40612109115103	0.599045558350434	3.72102171802098	3.71937886174253	4.34690958002649	0	0.590466786909434	0.598694373031598
Bacteria	Firmicutes	Tissierellia	unassigned	unassigned	Sedimentibacter	Sedimentibacter saalensis	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	1	2	0	1	3	2	0	0	0	1	2	0	1	3	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	unassigned	unassigned	unassigned	Hydrogenispora	Hydrogenispora ethanolica	0	0	0	25.0301542580542	21.9161341406332	23.8516113035324	34.0243168037466	51.9892995825774	47.9882924070087	0	0	16.0349396052989	19	21	19	31	45	40	11	8	14	19	21	19	31	45	40	11	8	14	19	21	19	31	45	40	11	8	14	11.9261530348716	12.6321357285429	11.3818656086582	19.8454491627786	27.895341463069	26.0814574801589	7.06826849320988	5.90466786909434	8.38172122244237
Bacteria	Firmicutes	unassigned	unassigned	unassigned	Ndongobacter	Ndongobacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	9	10	18	3	1	2	3	5	2	9	10	18	3	1	2	3	5	2	9	10	18	3	1	2	3.57784591046148	3.00765136393879	1.7971366750513	6.20170286336831	8.67855067739924	12.4197416572185	2.35608949773663	0.590466786909434	1.79608311909479
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	1	0	0	0	3	0	4	1	2	2	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	0	0	0	33.0398006545151	29.026583354737	26.034971853778	21.0154775261501	18.0107311201053	30.0158961241275	19.036749808188	0	17.0371233302268	13	8	9	6	9	12	5	4	7	34	27	23	21	18	26	19	8	17	32	26	22	19	18	25	19	8	17	57.2455345673837	49.9270126413839	36.5417790593765	40.311068611894	32.8545132787257	41.6061345516821	36.5193872149177	12.3998025250981	26.3425524133903
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium perfoetens	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	1	1	3	1	0	7	2	4	4	1	2	3	1	0	7	2	4	4	1	1	3	1	0	7	1.78892295523074	2.40612109115103	2.39618223340173	0.620170286336831	1.23979295391418	1.86296124858278	0.589022374434157	0	4.19086061122119
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	2	1	0	1	2	1	0	1	0	2	1	0	1	2	1	0	1	0	2	1	0	1	10.7335377313845	2.40612109115103	7.78759225855564	2.48068114534732	4.95917181565671	9.31480624291391	2.94511187217078	0	7.18433247637918
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	0	0	0	21.0253274836542	0	0	0	14.0083464267486	13.0068883204553	0	0	0	9	6	4	3	8	3	3	0	4	15	7	9	4	11	8	5	0	9	10	6	4	3	8	3	3	0	4	14.9076912935895	4.81224218230206	9.58472893360694	3.10085143168415	9.91834363131342	9.31480624291391	4.1231566210391	0	7.78302684941078
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales			Victivallales bacterium CCUG 44730	99600000	99600000	99600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.6572248063064	92.6356620093147	75.4797403521546	88.6843509461668	117.780330621847	142.206041975152	29.4511187217078	46.0564093789358	41.3099117391803
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	unassigned	unassigned	Victivallales bacterium CCUG 44730	0	0	0	111.245625318933	104.050539311424	82.7794718746056	94.4711524740252	130.886227417486	150.473920394498	44.0851048189616	57.1104214759989	40.7019561572296	94	84	58	82	105	122	36	35	38	107	88	65	86	121	131	39	41	40	107	88	65	86	121	131	39	41	40	0	0	0	0	0	0	0	0	0
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis	0	0	0	12.9039274416913	22.0649607815714	14.3510000414121	23.6129502821391	23.2055832767486	31.6225160918758	0	0	12.4137812840657	6	12	6	7	9	11	4	2	1	17	39	32	33	33	51	8	17	13	6	12	6	7	9	11	4	2	1	16.6966142488203	39.0994677312043	34.1455968259747	35.9698766075362	34.714202709597	55.8888374574834	7.06826849320988	18.3044703941924	13.1712762066952
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis biprosthecium	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	5	4	0	2	1	1	1	3	1	5	4	0	2	1	1	1	3	1	5	4	0	2	1	0.596307651743581	0.601530272787758	1.7971366750513	0.620170286336831	3.09948238478544	2.48394833144371	0	1.18093357381887	0.598694373031598
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas abyssalis	0	0	0	21.3658355020891	28.8855150053671	0	23.630733608486	26.4841644545173	43.372303300638	0	0	0	5	5	4	9	7	14	3	3	2	5	5	4	9	7	14	3	3	2	5	5	4	9	7	14	3	3	2	5.96307651743581	4.81224218230206	4.79236446680347	6.20170286336831	6.81886124652797	12.4197416572185	2.94511187217078	2.36186714763773	1.79608311909479
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas canariensis	0	0	0	0	0	0	0	0	0	0	0	0	6	12	9	11	9	12	3	5	1	6	12	9	11	9	12	3	5	1	6	12	9	11	9	12	3	5	1	6.55938416917939	9.02295409181637	7.78759225855564	7.44204343604197	8.05865420044215	10.5567804086358	2.94511187217078	3.5428007214566	1.1973887460632
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	4	4	2	7	8	2	1	2	0	0	0	0	0	1	0	0	0	10.1372300796409	6.01530272787758	4.79236446680347	2.48068114534732	11.7780330621847	14.9036899886623	3.53413424660494	2.36186714763773	3.59216623818959
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas staleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38523060697432	2.40612109115103	1.7971366750513	1.24034057267366	2.47958590782835	3.72592249716556	0.589022374434157	0.590466786909434	1.1973887460632
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas vancanneytii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17415356220507	2.40612109115103	1.7971366750513	1.24034057267366	4.33927533869962	3.72592249716556	1.17804474886831	0.590466786909434	1.1973887460632
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	Kiloniella laminariae	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	6	14	9	6	3	5	3	5	4	6	14	9	6	3	5	3	5	4	6	14	9	6	3	5	1.78892295523074	3.00765136393879	2.39618223340173	3.72102171802098	8.67855067739924	6.20987082860927	3.53413424660494	1.7714003607283	2.99347186515799
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	Kiloniella litopenaei	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	4	3	1	1	1	2	3	2	2	4	3	1	1	1	2	3	2	2	4	3	1	1	1	1.78892295523074	1.80459081836327	2.39618223340173	1.24034057267366	3.09948238478544	3.10493541430464	0.589022374434157	0.590466786909434	1.1973887460632
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	Kiloniella majae	0	0	0	80.6903265515882	87.6652583926815	68.6080202478798	57.4688583040458	100.349512925945	124.538161069775	30.0580260129284	31.0600537851924	33.0720629351461	61	55	40	51	70	93	18	12	19	61	55	41	51	70	93	18	12	19	61	55	41	51	70	93	18	12	19	36.971074408102	33.0841650033267	26.9570501257695	31.6286846031784	44.0126498639533	58.9937728717881	10.6024027398148	7.0856014429132	11.973887460632
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Aureimonas glaciistagni	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	1	0	0	0	2	0	0	1	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella	Martelella suaedae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	1	1	2	0	3	1	0	1	0	1	1	2	0	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Cohaesibacter	Cohaesibacter haloalkalitolerans	0	0	0	0	0	0	0	0	0	0	0	0	16	18	8	16	17	20	2	3	9	16	18	8	16	17	20	2	3	9	16	18	8	16	17	20	2	3	9	10.1372300796409	11.4290751829674	5.99045558350434	12.4034057267366	13.0178260160989	14.9036899886623	1.17804474886831	3.5428007214566	6.58563810334758
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Cohaesibacter	Cohaesibacter marisflavi	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	1	1	0	0	2	0	0	0	4	1	1	0	0	2	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0
