superkingdom	phylum	class	order	family	genus	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		8681300000	8681300000	8681300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19248.214690631	25266.0760479042	15690.2012643146	30867.7356618431	41167.9449311972	43814.3646183356	11771.0231306922	11935.1051638004	12144.515356946
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Abyssivirga	0	0	0	39.6663451203962	45.2660533074192	37.226025195215	43.1817455302241	73.4607578721587	65.8248243672518	26.568155714457	24.6783692129783	24.4533439414359	34	48	29	43	65	61	15	23	21	34	48	30	45	66	62	15	23	22	34	48	30	44	65	62	15	23	22	26.2375366767175	40.9040585495675	25.7589590090686	35.3497063211993	53.3110970183096	54.0258762089007	12.9584922375515	16.5330700334641	17.9608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	0	0	0	36.6678422288748	52.7955697821647	31.9944202343319	27.8937330684541	43.3546043137958	52.1350116442533	22.3369767792455	37.0737758352279	25.3301742749554	3	13	4	13	13	14	4	2	9	3	13	4	13	13	14	4	2	9	3	13	4	13	13	14	4	2	9	75.7310717714347	98.0494344644045	55.7112369265903	133.336611562419	172.951117071028	168.287499455311	49.4778794524692	54.9134111825773	50.8890217076858
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobium	0	0	0	167.035669109288	165.990907010007	123.944301141455	223.349239557879	271.143077746204	313.151781349683	96.2092260677015	89.5519083849202	116.328426503165	37	41	26	55	70	57	18	17	24	37	41	26	55	70	57	18	17	24	37	41	26	55	70	57	18	17	24	35.1821514528713	36.6933466400532	25.7589590090686	47.1329417615991	64.4692336035372	46.5740312145695	15.3145817352881	14.7616696727358	22.1516918021691
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum	1717400000	1717400000	1717400000	5179.82879357476	6674.87757981358	4406.53534875054	7269.84395539781	9745.71981131025	10923.2811256007	3759.97974608467	3623.75097729837	3927.61743182786	4276	5496	3646	6005	8055	9034	3090	2998	3248	5175	6668	4417	7284	9740	10911	3760	3624	3932	5152	6637	4396	7244	9681	10844	3747	3614	3914	4688.17075800803	6070.04198270126	4000.4262386642	6900.63477606992	9089.54204162179	10262.4325313597	3372.74211600998	3180.25411429421	3565.22499140317
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	0	0	0	208.137266921572	251.669876046173	157.14515200672	192.143723592211	262.858628443866	253.822282307199	154.862614339075	149.96237436566	143.842825069999	175	233	158	224	304	315	132	139	116	209	263	183	263	349	385	149	163	135	175	233	158	224	304	315	132	139	116	251.641829035791	318.811044577512	195.887897580592	342.954168344267	484.139148503486	505.483485448795	163.748220092696	170.054434629917	156.857925734279
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	3472300000	3472300000	3472300000	9537.95725883692	12120.4579946268	7789.9457455275	14193.6610571049	18624.8551329207	20623.2428521757	5798.95784887346	5656.06214985472	5959.46771739317	7564	9544	6162	11051	14294	15885	4637	4500	4825	9696	12301	7911	14392	18834	20815	5954	5807	6110	9031	11440	7340	13373	17507	19287	5525	5390	5695	10665.5586590857	13708.874916833	8825.73821117694	16915.7647301234	22502.8620100193	24838.8623273542	6503.98505850196	6392.98390186844	6574.86160463301
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotaenia	0	0	0	128.113283849554	193.429552671128	101.251317831731	175.269141618492	257.790863698077	269.945290116727	96.369042623222	119.873579932179	92.1006781603426	87	122	69	130	174	215	64	69	73	95	133	82	147	186	233	70	77	79	87	122	69	130	174	215	64	69	73	126.417222169639	161.811643379907	103.035836036275	197.214151055112	253.537659075449	299.315773938967	96.0106470327676	101.560287348423	92.1989334468661
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	245200000	245200000	245200000	476.049618674791	593.624148558972	373.414956069189	746.492696311778	1105.03481729052	1084.15415685882	290.408462905726	301.12431663331	304.959989877133	479	581	364	742	1090	1088	292	297	303	481	590	366	747	1106	1098	296	301	306	479	584	365	744	1099	1091	292	298	305	301.731671782252	370.542648037259	227.637312173165	473.810098761339	723.419188608922	705.441326130013	186.720092695628	185.406571089562	192.779588116175
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bariatricus	0	0	0	135.077871969682	163.488452995875	99.6350662639373	190.142017518518	265.863245581653	285.238228125049	77.7374457606251	74.1568191835981	89.4866002512076	110	124	84	154	188	221	54	58	61	110	124	84	154	188	222	54	58	61	110	124	84	154	188	221	54	58	61	241.50459895615	306.780439121757	195.288852022241	344.194508916941	431.447947962134	478.160053802914	140.187325115329	151.159497448815	155.660536988216
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	11796500000	11796500000	11796500000	47380.2753053831	62376.2190181577	39059.6898600612	72193.1338320053	97959.1622443289	105930.367307299	28833.43293892	28770.1264396259	30148.2358164749	44453	58500	36610	67452	91634	99037	26905	26791	27982	45971	60473	37863	69875	94965	102595	27816	27747	29019	44527	58573	36664	67552	91806	99190	26945	26832	28017	33186.9060501372	43938.177245509	27404.5371578573	52667.341396869	71563.3288858341	77411.6287623603	19936.0512850985	20175.0691751215	21321.9014011473
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	0	0	0	303.358814423396	339.604337004442	221.281396613195	418.377552019165	575.99805949399	607.464411913793	226.976640738546	207.275396835143	222.841836805458	531	634	397	723	1108	1067	392	367	333	673	816	498	919	1391	1366	491	445	441	531	634	397	723	1108	1067	392	367	333	541.447347783171	656.871057884232	416.336663053551	813.043245387585	1180.90278860325	1189.81125076154	380.508453884465	331.251867456192	362.808790057148
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Caecibacterium	0	0	0	82.7391146611589	89.4311756110418	62.5740327595346	96.7628643949727	122.395251478171	142.238731449508	40.6874898967774	48.8387636469395	51.2412021756333	59	59	36	71	87	96	44	39	28	59	60	36	72	87	97	44	39	28	59	59	36	71	87	96	44	39	28	66.786456995281	66.1683300066534	50.9188724597869	73.180093787746	104.142608128791	112.398661997828	45.3547228314301	46.0564093789358	35.3229680088643
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	0	0	0	15.2226230867632	12.5455785014155	0	0	0	0	0	13.0353670374379	0	6	3	5	5	4	5	2	3	1	10	11	7	9	10	10	2	4	7	6	3	5	5	4	5	2	3	1	10.7335377313845	12.0306054557552	4.79236446680347	11.163065154063	16.1173084008843	14.9036899886623	2.35608949773663	7.0856014429132	11.3751930876004
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	2109500000	2109500000	2109500000	598.386406674935	791.604623248254	464.426406634076	884.056171159957	1245.91874368461	1266.59647001845	310.599480909965	330.858432789399	385.536129743204	588	783	448	865	1202	1236	304	321	382	590	784	451	871	1214	1243	305	325	384	590	784	449	870	1211	1243	305	324	382	2119.87370194843	2801.32648037259	1688.70942898987	3182.09373919428	4140.90846607335	4505.88227323889	1238.1250310606	1298.43646441384	1341.67408996381
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	0	0	0	6008.53507295639	7646.75749976818	4844.01847423138	3530.07638342755	4393.63869091197	4922.25638605879	4128.61054960288	4231.25488116786	4502.69313613044	5460	6935	4395	4372	5537	5931	3644	3533	3868	5462	6940	4399	4378	5540	5936	3645	3534	3868	5460	6938	4397	4375	5538	5932	3644	3533	3868	3427.5763822221	4371.92202262142	2773.58093516251	2805.03020510149	3545.80784819455	3809.13476626893	2270.09223106924	2197.12691409	2430.10046013526
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	3649600000	3649600000	3649600000	6681.31946685627	8770.75275948265	5400.83283034071	9779.81676318835	13482.2618891386	14215.1227713073	3879.63394306767	3846.471584952	4026.70279472698	6246	8185	5045	9289	12772	13447	3626	3595	3754	6279	8229	5067	9336	12866	13525	3643	3613	3771	6269	8219	5061	9318	12833	13502	3637	3606	3770	3796.69081865138	5035.40991350632	3079.69321547958	5845.10494872463	8066.09295816564	8500.07119020037	2186.45105389959	2173.50824261363	2309.16419678287
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	473500000	473500000	473500000	1186.69703874852	1433.07610722494	936.386032912379	1619.64833078979	2099.00525272186	2282.85164177778	691.684626523743	659.317743410166	733.298721908324	1224	1484	961	1656	2079	2329	687	652	730	1244	1512	973	1696	2118	2378	698	669	742	1224	1485	961	1657	2080	2331	688	652	731	939.18455149614	1142.30598802395	732.63271786258	1319.72236932478	1674.3403842611	1902.70442188588	527.17502511857	514.296571398117	559.180544411513
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	0	0	0	2455.44155480929	3218.31946962849	1937.66218073984	3962.35494089507	4921.82309035476	5658.55529372043	1509.66720288333	1415.12105628683	1441.72032922271	1103	1427	844	1744	2247	2644	634	659	634	1656	2157	1260	2520	3234	3803	951	983	960	1107	1429	846	1747	2248	2648	635	660	635	2325.59984179996	3073.21816367265	1808.51854065996	3574.66153044549	4658.52202433252	5320.61732595242	1402.46227352773	1350.39754166188	1395.55658353666
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Extibacter	0	0	0	0	0	0	11.1120892558403	15.610170884272	16.2479501013821	0	0	0	1	3	2	4	2	2	2	2	2	1	4	2	6	2	2	2	2	2	1	3	2	4	2	2	2	2	2	10.1372300796409	15.6397870924817	13.77804784206	27.9076628851574	21.076480216541	28.5654058116027	8.2463132420782	4.72373429527547	10.7764987145688
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	74400000	74400000	74400000	2585.61655660869	3399.40076450949	2026.10165575629	3631.72917898007	4920.89014319272	5365.87884471267	1589.44904780353	1568.36421230952	1593.88358307954	2441	3290	1977	3522	4871	5119	1500	1428	1528	2885	3865	2368	4076	5618	5922	1790	1732	1826	2441	3291	1978	3526	4873	5121	1501	1428	1528	3041.16902389226	4000.17631403859	2585.48062984047	4481.35048906994	6125.19708881299	6608.54453580599	1883.104531066	1950.90226394877	2069.68644757023
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	0	0	0	2103.51391039885	2687.77162797289	1630.33594877503	3149.69780880495	4320.31694495017	4502.75888187235	1238.364666399	1253.64050964932	1293.84845124997	1506	2008	1228	2318	3240	3333	954	944	975	1509	2014	1229	2325	3245	3340	955	945	975	1506	2012	1229	2320	3241	3339	955	944	975	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Frisingicoccus	1e+08	1e+08	1e+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.323647524913	878.835728542914	559.508551499305	1062.35170049499	1425.14200052435	1541.91092674368	431.753400460237	439.307289460619	477.758109679215
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	9004400000	9004400000	9004400000	14497.9142589363	18258.6676101054	11720.3614313936	21883.353919118	28740.5072156349	31396.7752062976	8419.16111143177	8375.28609919262	8501.75555288571	14388	18070	11583	21637	28468	31094	8334	8299	8431	14472	18177	11663	21793	28700	31309	8403	8354	8483	14439	18146	11637	21744	28640	31244	8372	8334	8467	8747.23694342659	11094.6243512974	7086.10990972728	13737.3920126471	18086.0996117	19731.864557906	5023.77183154892	5007.158352992	5143.38335871446
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Herbinix	0	0	0	0	0	0	0	10.3056237043448	0	0	0	0	2	1	1	2	5	5	1	0	1	2	1	1	2	5	5	1	0	1	2	1	1	2	5	5	1	0	1	16.1003065970767	23.4596806387226	14.3770934004104	28.5278331714942	39.6733745252537	39.1221862202384	14.1365369864198	9.44746859055094	6.58563810334758
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia	0	0	0	41.3380473440133	70.4446228510192	39.1456716844407	64.4615269762956	86.1821425389146	124.934847864792	32.1020964303822	24.7551852198753	32.0368964632201	59	75	46	91	112	130	35	36	33	64	77	46	96	116	131	35	37	34	59	75	46	91	112	130	35	36	33	78.7126100301527	107.673918829009	50.9188724597869	93.0255429505246	139.476707315345	167.66651237245	43.5876557081276	43.6945422312981	46.0994667234331
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	0	0	0	390.129279179099	535.057981741892	312.340299089662	730.911226148115	918.87736789501	914.585776604031	312.901340413527	298.406730997485	278.842613852543	221	261	187	309	395	479	173	170	131	324	393	258	488	600	679	240	239	200	221	261	187	309	395	479	173	170	131	892.076247008397	1092.98050565536	684.709073194546	1469.80357861829	1856.58994848648	2054.22527010395	621.418605028036	571.571849728332	621.444759206799
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	1	3	0	0	0	4.17415356220507	11.4290751829674	0	6.82187314970514	16.7372048778414	25.460470397298	5.89022374434157	3.5428007214566	2.99347186515799
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	0	0	0	61.9968721921243	89.2435860847106	64.1861995610345	106.965139208242	158.508997055991	183.679194837762	66.8621345411721	32.2106662713275	53.6154282442613	92	98	69	74	90	102	61	53	73	97	109	79	80	96	117	67	62	75	92	98	69	74	90	102	61	53	73	73.942148816204	92.6356620093147	61.7016925100947	82.4826480827985	105.382401082705	107.43076533494	58.9022374434157	44.2850090182075	61.6655204222546
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	102400000	102400000	102400000	1245.57639666115	1593.31803329575	1007.60540675388	1513.87750149427	2048.94644684591	2188.73972876135	743.243687156677	742.515154639382	835.121126121438	827	1008	676	1346	1764	1865	497	433	504	1156	1380	939	1813	2424	2574	748	662	718	832	1014	683	1350	1782	1877	500	434	511	1874.19494943007	2310.47777777778	1478.44443800887	2886.89268289795	3722.47834412732	4109.69251437362	1124.44371279481	1101.22055758609	1128.53889316456
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	0	0	0	8780.44199347093	11693.5958176459	7479.70532014102	14114.6696287107	19250.5283515452	20338.856999582	6404.71349033489	6517.47880777997	6518.13447462209	11156	14741	9580	12491	16484	17927	8052	8158	8498	14012	18436	11986	16757	22449	24121	10092	10232	10574	13481	17754	11510	16241	21732	23314	9699	9857	10176	12019.1770285436	15807.0125083167	10305.3807403025	15864.5760947825	21513.5072327958	22915.6653317339	8575.57674938689	8737.7275126858	9058.24586396808
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnotalea	0	0	0	0	27.40802681081	0	11.3281517272014	26.9257776386128	37.8842760388958	0	0	0	6	6	1	7	6	10	2	5	5	6	6	1	7	6	10	2	5	5	6	6	1	7	6	10	2	5	5	5.36676886569223	5.41377245508982	1.7971366750513	5.58153257703148	5.5790682926138	7.45184499433113	1.76706712330247	3.5428007214566	2.99347186515799
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	0	0	0	3689.82071332722	4556.39555946609	2981.29419586287	5041.20468951184	6518.68756389556	7065.03086648006	2355.64940527426	2097.05007874421	2202.4284194923	4395	5579	3509	6252	7990	8811	2764	2458	2672	5408	6914	4332	7783	9965	10881	3458	3122	3342	4396	5581	3511	6253	7995	8812	2769	2459	2673	5783.58791426099	7522.7375914837	4692.32385855895	8824.40300428676	11452.5874117822	12340.8762976952	3819.22107583107	3538.07698716133	3741.83983144749
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	55800000	55800000	55800000	170.419291708778	195.151716921161	130.864105164145	228.231127005653	301.542052805238	330.797001318853	101.711061395161	109.563436658233	115.315447250863	121	144	90	173	220	235	70	75	86	121	145	90	174	220	235	70	76	86	121	144	90	173	220	235	70	75	86	75.7310717714347	88.4249500998004	56.9093280432912	111.010481254293	140.096603792302	151.520848218066	42.4096109592593	46.6468761658453	52.6851048267806
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	1832100000	1832100000	1832100000	14782.5224630217	18772.9807912206	12205.9471793593	16317.9190649006	21263.6999679976	23112.7851774796	9288.47576536262	9209.03506266622	9803.1864602182	8467	10950	6953	12846	16875	18343	5059	5016	5069	9698	12439	7935	14505	19105	20739	5849	5805	5905	8789	11300	7201	13309	17466	18974	5227	5193	5246	7855.16069641819	10119.5437791085	6484.66816914344	11826.6473604434	15604.6540144408	17061.620101604	4704.52170460561	4796.95217685224	4885.94477831087
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Merdimonas	0	0	0	0	10.3807365447339	0	0	0	13.0577945942628	0	0	0	3	10	5	14	17	18	4	6	3	5	11	5	14	17	20	4	6	3	3	10	5	14	17	18	4	6	3	4.17415356220507	8.42142381902861	4.19331890845304	9.30255429505246	11.7780330621847	14.2827029058013	4.71217899547326	4.13326750836604	3.59216623818959
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilisporobacter	0	0	0	0	0	0	0	11.2025234693778	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	5.36676886569223	2.40612109115103	5.99045558350434	6.82187314970514	12.3979295391418	17.387638320106	4.1231566210391	1.18093357381887	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	0	0	0	62.6323837367572	103.893889143698	57.1493844630318	86.7852549764452	107.675176594137	112.775562076096	57.3460331137318	58.4643944756755	52.8643631867146	54	55	37	56	62	77	33	29	19	54	55	37	56	62	77	33	29	19	54	55	37	56	62	77	33	29	19	66.1901493435375	84.2142381902861	49.1217357847356	84.9633292281458	95.4640574513916	120.47149407502	49.4778794524692	43.1040754443887	36.5203567549275
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Muricomes	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	9	5	1	1	2	4	3	3	3	9	5	1	1	2	4	3	3	3	9	5	1	1	2	11.329845383128	7.81989354624085	5.3914100251539	10.5428948677261	11.1581365852276	9.93579332577483	2.94511187217078	2.36186714763773	6.58563810334758
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	0	0	0	550.544258043249	703.952520384377	419.247270108276	809.691364519437	1094.49593030601	1188.96764865665	346.46119218663	327.277277311069	344.125493908218	811	1036	666	1208	1669	1832	523	459	501	811	1036	667	1208	1669	1833	523	459	501	811	1036	666	1208	1669	1832	523	459	501	587.363036967427	765.146506986028	497.20781343086	865.757719726216	1174.70382383368	1285.44326152212	387.576722377675	351.918204998022	381.368315621128
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	0	0	0	52.5777319501291	47.3825124383266	35.7424121381372	0	0	23.1235149197437	16.6732453718617	20.0466368525819	32.7893599930341	4	1	1	0	0	0	1	2	2	5	1	1	0	0	2	1	3	2	4	1	1	0	0	0	1	2	2	14.3113836418459	9.62448436460413	13.1790022837095	3.72102171802098	8.67855067739924	14.2827029058013	2.94511187217078	7.0856014429132	4.78955498425278
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	3	0	1	0	0	2	2	1	2	5	0	1	0	0	2	2	1	1	3	0	1	0	1.78892295523074	3.60918163672655	2.39618223340173	3.10085143168415	3.09948238478544	3.72592249716556	1.17804474886831	1.7714003607283	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	0	0	0	175.021264130898	255.863880654546	140.702132600764	102.439513400214	120.619331077178	123.581114555314	125.059823928029	151.888596496952	145.798991816247	13	20	22	20	28	20	2	7	7	35	54	36	35	55	51	12	22	23	13	20	22	20	28	20	2	7	7	137.747067552767	212.941716566866	143.770934004104	228.842835658291	314.907410294201	327.260192667709	92.4765127861626	95.0651526924188	103.574126534466
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	0	0	0	152.743299691558	177.865428759826	111.799579807823	209.059977905966	279.615432619164	335.334888062236	57.8683138513886	106.993267858841	96.0776466604766	121	137	79	157	186	234	51	70	84	127	142	81	163	193	242	54	72	84	121	137	79	157	186	234	51	70	84	194.396294468407	235.799866932801	150.959480704309	261.711860834143	327.9252363103	383.770017208053	106.024027398148	126.359892398619	134.107539559078
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	8459100000	8459100000	8459100000	12479.7228827399	15725.4862204134	10114.3896953921	18242.6171787961	24097.2071958662	25979.0499300552	7601.13910453357	7521.88094623976	7463.79909601489	11995	15263	9846	16367	21543	23258	7428	7395	7355	14722	18639	12133	19927	26163	28322	9123	9155	9123	12223	15524	10040	16719	21999	23767	7562	7538	7500	23179.6710385765	29384.753825682	19124.5294503376	28425.5050742486	37526.6730255513	40947.2672567667	14353.886242586	14870.9060283141	15037.4065674347
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	0	0	0	0	0	0	0	0	0	0	0	0	6	8	2	7	12	20	4	4	5	6	8	2	7	12	20	4	4	5	6	8	2	7	12	20	4	4	5	3.57784591046148	8.42142381902861	1.7971366750513	8.0622137223788	11.1581365852276	16.1456641543841	2.35608949773663	2.95233393454717	4.78955498425278
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	2	6	3	0	1	4	3	3	3	3	8	3	1	1	3	2	3	2	2	6	3	0	1	22.6596907662561	28.8734530938124	19.1694578672139	31.6286846031784	31.6147203248115	38.5011991373775	14.7255593608539	19.4854039680113	11.3751930876004
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sporobacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	3	2	4	0	1	0	1	3	5	7	5	7	0	1	1	1	1	5	3	2	4	0	1	0	7.75199947266655	11.4290751829674	5.99045558350434	9.30255429505246	11.1581365852276	17.387638320106	2.35608949773663	1.18093357381887	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	0	0	0	0	0	0	16.4115793220537	17.1018706247963	13.9771202318097	0	0	0	25	30	19	57	61	57	14	17	17	31	34	21	66	65	65	17	19	20	25	30	19	57	61	57	14	17	17	51.2824580499479	69.1759813705922	35.3436879426756	87.4440103734931	91.124782112692	93.1480624291391	28.2730739728395	28.9328725585622	17.3621368179163
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	644800000	644800000	644800000	0	0	0	0	0	0	0	0	0	2	2	2	0	1	2	5	0	4	2	2	2	0	1	2	5	1	5	2	2	2	0	1	2	5	0	4	966.018395824601	1234.34011976048	790.740137022572	1433.21353172442	1981.18914035486	2202.64118290771	586.077262561986	554.448312907958	587.319179943998
